Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron,OpSys,Containers,BlockchainOrg,BlockchainIs
116,Scala,Scala,Elasticsearch,Elasticsearch,AWS,AWS,Other(s):,Other(s):,Emacs,,,,
116,Other(s):,Other(s):,PostgreSQL,PostgreSQL,Docker,Docker,,,IntelliJ,,,,
116,,,,,Google Cloud Platform,Google Cloud Platform,,,,,,,
116,,,,,Linux,Linux,,,,,,,
117,C#,C#,Microsoft SQL Server,,Slack,Android,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
117,HTML/CSS,HTML/CSS,,,Windows,iOS,ASP.NET,Vue.js,Visual Studio,,,,
117,JavaScript,JavaScript,,,,Microsoft Azure,jQuery,,Visual Studio Code,,,,
117,SQL,TypeScript,,,,Raspberry Pi,Vue.js,,,,,,
117,TypeScript,,,,,Slack,,,,,,,
117,,,,,,Windows,,,,,,,
118,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Docker,Docker,,,Eclipse,,,,
118,C,C,,,Linux,Linux,,,,,,,
118,C++,,,,,,,,,,,,
119,C,C,Firebase,Firebase,Android,Android,ASP.NET,Angular/Angular.js,Android Studio,,,,
119,C++,C++,Microsoft SQL Server,MongoDB,Slack,iOS,,React.js,Notepad++,,,,
119,C#,C#,MySQL,Microsoft SQL Server,WordPress,Slack,,,,,,,
119,HTML/CSS,HTML/CSS,SQLite,MySQL,,WordPress,,,,,,,
119,Java,Java,,SQLite,,,,,,,,,
119,JavaScript,JavaScript,,,,,,,,,,,
119,SQL,Kotlin,,,,,,,,,,,
119,,Python,,,,,,,,,,,
119,,SQL,,,,,,,,,,,
119,,Swift,,,,,,,,,,,
120,Elixir,Elixir,MongoDB,,AWS,AWS,Flask,Flask,Vim,,,,
120,HTML/CSS,HTML/CSS,PostgreSQL,,Heroku,Google Cloud Platform,Ruby on Rails,React.js,,,,,
120,JavaScript,Python,,,iOS,Heroku,,Ruby on Rails,,,,,
120,Python,Ruby,,,MacOS,iOS,,,,,,,
120,Ruby,Rust,,,Slack,MacOS,,,,,,,
120,SQL,Swift,,,Windows,Slack,,,,,,,
120,,,,,,Windows,,,,,,,
124,HTML/CSS,Java,MySQL,MySQL,AWS,AWS,Spring,Spring,Eclipse,,,,
124,Java,Python,Oracle,Oracle,Google Cloud Platform,Docker,,,,,,,
124,SQL,,,,,Google Cloud Platform,,,,,,,
124,,,,,,Kubernetes,,,,,,,
124,,,,,,Microsoft Azure,,,,,,,
126,C#,Rust,Microsoft SQL Server,Microsoft SQL Server,Linux,AWS,ASP.NET,,Visual Studio,,,,
126,SQL,,,PostgreSQL,MacOS,iOS,,,Visual Studio Code,,,,
126,,,,,Microsoft Azure,Linux,,,,,,,
126,,,,,Windows,MacOS,,,,,,,
126,,,,,Other(s):,Microsoft Azure,,,,,,,
126,,,,,,Windows,,,,,,,
126,,,,,,Other(s):,,,,,,,
128,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Ruby on Rails,Ruby on Rails,Atom,,,,
128,Go,Go,Redis,Redis,Docker,Docker,,,Sublime Text,,,,
128,Ruby,Ruby,SQLite,SQLite,Google Cloud Platform,Google Cloud Platform,,,Visual Studio Code,,,,
128,,,,,Kubernetes,Kubernetes,,,,,,,
128,,,,,Linux,Linux,,,,,,,
128,,,,,MacOS,MacOS,,,,,,,
128,,,,,Slack,,,,,,,,
129,C++,C++,MySQL,Couchbase,Linux,AWS,,Django,Atom,,,,
129,Python,Clojure,,MongoDB,Raspberry Pi,Docker,,,Eclipse,,,,
129,R,Go,,,,Linux,,,IntelliJ,,,,
129,,Python,,,,Raspberry Pi,,,PyCharm,,,,
129,,R,,,,,,,RStudio,,,,
129,,Rust,,,,,,,Visual Studio,,,,
129,,,,,,,,,Xcode,,,,
130,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,AWS,AWS,Django,Django,Emacs,,,,
130,C++,C#,PostgreSQL,Redis,Docker,Linux,Flask,Flask,IntelliJ,,,,
130,Clojure,Clojure,Redis,SQLite,Linux,Windows,Spring,,Vim,,,,
130,HTML/CSS,Erlang,SQLite,,MacOS,,,,,,,,
130,Java,Go,,,Slack,,,,,,,,
130,Python,HTML/CSS,,,Windows,,,,,,,,
130,Ruby,Kotlin,,,WordPress,,,,,,,,
130,SQL,Python,,,,,,,,,,,
130,,Ruby,,,,,,,,,,,
130,,Scala,,,,,,,,,,,
130,,SQL,,,,,,,,,,,
135,Go,HTML/CSS,Couchbase,PostgreSQL,,,Angular/Angular.js,Angular/Angular.js,,,,,
135,HTML/CSS,JavaScript,MongoDB,,,,Express,Express,,,,,
135,JavaScript,TypeScript,PostgreSQL,,,,jQuery,React.js,,,,,
135,TypeScript,,,,,,React.js,,,,,,
139,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,ASP.NET,Angular/Angular.js,Notepad++,,,,
139,HTML/CSS,C#,MySQL,MySQL,Raspberry Pi,Raspberry Pi,jQuery,jQuery,PyCharm,,,,
139,JavaScript,HTML/CSS,Oracle,PostgreSQL,Windows,Windows,,React.js,Vim,,,,
139,PHP,PHP,,,,,,,Visual Studio,,,,
139,Python,Python,,,,,,,,,,,
139,SQL,SQL,,,,,,,,,,,
140,Java,Dart,Firebase,Couchbase,Android,Android,,Angular/Angular.js,Android Studio,,,,
140,JavaScript,Java,MySQL,DynamoDB,AWS,Arduino,,Express,Sublime Text,,,,
140,Kotlin,JavaScript,PostgreSQL,Elasticsearch,Heroku,AWS,,jQuery,Visual Studio,,,,
140,PHP,Kotlin,SQLite,Firebase,MacOS,Docker,,Laravel,,,,,
140,SQL,PHP,,MariaDB,,Google Cloud Platform,,React.js,,,,,
140,,Python,,MongoDB,,Heroku,,,,,,,
140,,SQL,,MySQL,,IBM Cloud or Watson,,,,,,,
140,,,,PostgreSQL,,MacOS,,,,,,,
140,,,,Redis,,Raspberry Pi,,,,,,,
140,,,,SQLite,,Slack,,,,,,,
140,,,,,,WordPress,,,,,,,
144,Java,HTML/CSS,Oracle,Oracle,Windows,Docker,Spring,Spring,NetBeans,,,,
144,SQL,Java,,,,Windows,,,Notepad++,,,,
144,,SQL,,,,,,,,,,,
147,HTML/CSS,Kotlin,MySQL,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
147,Java,,,,Docker,Docker,Express,Express,Vim,,,,
147,JavaScript,,,,Linux,Linux,Spring,Spring,,,,,
147,Kotlin,,,,,,,,,,,,
148,HTML/CSS,HTML/CSS,MySQL,,,,Express,React.js,Visual Studio Code,,,,
148,JavaScript,JavaScript,,,,,React.js,,,,,,
148,TypeScript,Python,,,,,,,,,,,
148,,TypeScript,,,,,,,,,,,
148,,WebAssembly,,,,,,,,,,,
151,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,,Android Studio,,,,
151,C++,C++,MongoDB,MongoDB,AWS,AWS,React.js,,Notepad++,,,,
151,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,,,Visual Studio,,,,
151,HTML/CSS,Go,MySQL,,Linux,Kubernetes,,,Visual Studio Code,,,,
151,Java,Java,,,Microsoft Azure,Linux,,,,,,,
151,JavaScript,Kotlin,,,Windows,Microsoft Azure,,,,,,,
151,SQL,Python,,,,Windows,,,,,,,
151,TypeScript,SQL,,,,,,,,,,,
151,,TypeScript,,,,,,,,,,,
155,Bash/Shell/PowerShell,Bash/Shell/PowerShell,,,AWS,AWS,Express,React.js,Visual Studio Code,,,,
155,HTML/CSS,HTML/CSS,,,Docker,Docker,React.js,,,,,,
155,JavaScript,JavaScript,,,,,,,,,,,
155,TypeScript,TypeScript,,,,,,,,,,,
157,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++,,,,
157,C#,C#,MySQL,Microsoft SQL Server,,,Vue.js,Vue.js,Visual Studio,,,,
157,HTML/CSS,HTML/CSS,,MySQL,,,Other(s):,,Visual Studio Code,,,,
157,JavaScript,JavaScript,,,,,,,,,,,
157,SQL,SQL,,,,,,,,,,,
157,,TypeScript,,,,,,,,,,,
158,Java,Java,Oracle,Cassandra,Linux,Linux,Other(s):,Drupal,Eclipse,,,,
158,SQL,SQL,,,Windows,Windows,,Spring,IntelliJ,,,,
158,Other(s):,,,,,,,Other(s):,Notepad++,,,,
159,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Elasticsearch,Docker,Android,Django,Django,IPython / Jupyter,,,,
159,HTML/CSS,Clojure,PostgreSQL,PostgreSQL,Linux,Arduino,React.js,React.js,Vim,,,,
159,JavaScript,Go,SQLite,Redis,Raspberry Pi,Docker,,Vue.js,,,,,
159,Python,HTML/CSS,,SQLite,,Linux,,,,,,,
159,,JavaScript,,,,Raspberry Pi,,,,,,,
159,,Python,,,,,,,,,,,
163,C#,Assembly,Microsoft SQL Server,Microsoft SQL Server,,Android,ASP.NET,ASP.NET,Visual Studio,,,,
163,HTML/CSS,Bash/Shell/PowerShell,,Redis,,,jQuery,jQuery,,,,,
163,JavaScript,C#,,,,,React.js,React.js,,,,,
163,SQL,HTML/CSS,,,,,,,,,,,
163,Other(s):,JavaScript,,,,,,,,,,,
163,,SQL,,,,,,,,,,,
163,,Other(s):,,,,,,,,,,,
164,C#,C#,Microsoft SQL Server,MongoDB,Raspberry Pi,Android,ASP.NET,ASP.NET,Notepad++,,,,
164,HTML/CSS,F#,,Microsoft SQL Server,WordPress,Arduino,jQuery,jQuery,Visual Studio,,,,
164,JavaScript,HTML/CSS,,,,Docker,Vue.js,React.js,Visual Studio Code,,,,
164,SQL,JavaScript,,,,Kubernetes,,Vue.js,,,,,
164,,Python,,,,Microsoft Azure,,,,,,,
164,,SQL,,,,Raspberry Pi,,,,,,,
164,,TypeScript,,,,,,,,,,,
166,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,PostgreSQL,AWS,AWS,jQuery,React.js,Vim,,,,
166,Go,HTML/CSS,Elasticsearch,Redis,Docker,Docker,React.js,Ruby on Rails,,,,,
166,HTML/CSS,Java,MongoDB,SQLite,Linux,iOS,Ruby on Rails,,,,,,
166,Java,JavaScript,PostgreSQL,,,Kubernetes,,,,,,,
166,JavaScript,Ruby,Redis,,,Linux,,,,,,,
166,Ruby,Rust,SQLite,,,,,,,,,,
166,SQL,SQL,,,,,,,,,,,
166,,Swift,,,,,,,,,,,
173,HTML/CSS,JavaScript,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,PHPStorm,,,,
173,JavaScript,PHP,MySQL,MySQL,Docker,Docker,Express,Express,,,,,
173,PHP,SQL,,,Kubernetes,Kubernetes,React.js,,,,,,
173,SQL,TypeScript,,,,,,,,,,,
173,TypeScript,,,,,,,,,,,,
174,Bash/Shell/PowerShell,C,Firebase,Microsoft SQL Server,Android,Android,Angular/Angular.js,Django,Android Studio,,,,
174,C,C++,MongoDB,MySQL,Arduino,Arduino,ASP.NET,Flask,IPython / Jupyter,,,,
174,C++,HTML/CSS,Microsoft SQL Server,PostgreSQL,Docker,Docker,Django,jQuery,Visual Studio Code,,,,
174,HTML/CSS,JavaScript,MySQL,SQLite,Linux,Kubernetes,Flask,Laravel,,,,,
174,Java,PHP,Oracle,,Microsoft Azure,Linux,jQuery,Vue.js,,,,,
174,JavaScript,Python,PostgreSQL,,Raspberry Pi,Raspberry Pi,Laravel,,,,,,
174,PHP,,SQLite,,Windows,Windows,React.js,,,,,,
174,Python,,,,WordPress,,,,,,,,
174,R,,,,,,,,,,,,
176,C,C++,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom,,,,
176,C++,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,Django,Django,Eclipse,,,,
176,C#,Java,Oracle,Oracle,Docker,Docker,Flask,Flask,IntelliJ,,,,
176,HTML/CSS,JavaScript,PostgreSQL,PostgreSQL,Linux,Linux,React.js,React.js,IPython / Jupyter,,,,
176,Java,Python,Redis,Redis,Windows,Windows,Vue.js,Vue.js,NetBeans,,,,
176,JavaScript,SQL,SQLite,SQLite,,,,,Notepad++,,,,
176,Python,,,,,,,,PyCharm,,,,
176,SQL,,,,,,,,Sublime Text,,,,
176,,,,,,,,,Vim,,,,
176,,,,,,,,,Visual Studio,,,,
176,,,,,,,,,Visual Studio Code,,,,
177,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,PyCharm,,,,
177,Python,Python,MySQL,SQLite,Microsoft Azure,Microsoft Azure,,,Sublime Text,,,,
177,SQL,SQL,SQLite,,Windows,Windows,,,Visual Studio,,,,
177,,,,,,,,,Visual Studio Code,,,,
179,HTML/CSS,C#,Firebase,Couchbase,Android,Android,React.js,React.js,Android Studio,,,,
179,Java,HTML/CSS,MongoDB,MongoDB,Docker,Docker,,Vue.js,IntelliJ,,,,
179,JavaScript,JavaScript,MySQL,PostgreSQL,iOS,iOS,,,PyCharm,,,,
179,Objective-C,Kotlin,PostgreSQL,,,,,,Visual Studio Code,,,,
179,SQL,Swift,,,,,,,,,,,
179,Swift,,,,,,,,,,,,
181,HTML/CSS,HTML/CSS,,,iOS,AWS,Angular/Angular.js,Express,IntelliJ,,,,
181,JavaScript,JavaScript,,,MacOS,Docker,,React.js,Visual Studio Code,,,,
181,,Rust,,,Slack,iOS,,,,,,,
181,,TypeScript,,,,Kubernetes,,,,,,,
181,,,,,,MacOS,,,,,,,
181,,,,,,Slack,,,,,,,
183,Dart,Dart,Firebase,Other(s):,Android,Android,,,Android Studio,,,,
183,Go,Java,Other(s):,,iOS,iOS,,,IntelliJ,,,,
183,Java,Kotlin,,,Other(s):,Linux,,,Notepad++,,,,
183,Kotlin,Swift,,,,MacOS,,,Visual Studio Code,,,,
183,Swift,,,,,Windows,,,Xcode,,,,
183,,,,,,Other(s):,,,,,,,
184,Bash/Shell/PowerShell,C,SQLite,Elasticsearch,Android,Linux,Other(s):,,Android Studio,,,,
184,C,C++,,PostgreSQL,iOS,,,,IntelliJ,,,,
184,C++,Java,,,Linux,,,,PyCharm,,,,
184,Java,Kotlin,,,Windows,,,,Vim,,,,
184,JavaScript,Python,,,Other(s):,,,,Visual Studio,,,,
184,Kotlin,Rust,,,,,,,Visual Studio Code,,,,
184,Objective-C,TypeScript,,,,,,,Xcode,,,,
184,Python,,,,,,,,,,,,
184,Rust,,,,,,,,,,,,
184,Swift,,,,,,,,,,,,
188,C#,C++,Microsoft SQL Server,MongoDB,Windows,Linux,ASP.NET,ASP.NET,PyCharm,,,,
188,Python,C#,,Microsoft SQL Server,,Microsoft Azure,,,RStudio,,,,
188,R,Python,,,,Windows,,,Visual Studio,,,,
188,SQL,R,,,,,,,Visual Studio Code,,,,
188,VBA,SQL,,,,,,,,,,,
188,,VBA,,,,,,,,,,,
189,C++,Go,MySQL,Cassandra,AWS,AWS,,Flask,IPython / Jupyter,,,,
189,HTML/CSS,Python,PostgreSQL,Elasticsearch,Google Cloud Platform,Docker,,,Visual Studio Code,,,,
189,JavaScript,SQL,,Firebase,Linux,Google Cloud Platform,,,,,,,
189,Python,,,,MacOS,Heroku,,,,,,,
189,SQL,,,,,MacOS,,,,,,,
190,Java,HTML/CSS,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Django,Atom,,,,
190,Scala,Python,Microsoft SQL Server,MongoDB,Linux,Linux,Spring,Spring,Eclipse,,,,
190,SQL,R,MySQL,,Windows,,,,Notepad++,,,,
190,TypeScript,,Oracle,,,,,,,,,,
190,,,PostgreSQL,,,,,,,,,,
190,,,Redis,,,,,,,,,,
191,C#,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,AWS,Linux,Angular/Angular.js,Angular/Angular.js,Vim,,,,
191,HTML/CSS,HTML/CSS,,,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio,,,,
191,JavaScript,JavaScript,,,Windows,,,Vue.js,Visual Studio Code,,,,
191,SQL,Rust,,,,,,,,,,,
191,TypeScript,SQL,,,,,,,,,,,
191,,WebAssembly,,,,,,,,,,,
192,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,Django,Django,Vim,,,,
192,JavaScript,Python,PostgreSQL,PostgreSQL,Google Cloud Platform,Google Cloud Platform,React.js,React.js,Visual Studio Code,,,,
192,Python,Scala,Redis,Redis,Kubernetes,Kubernetes,,,,,,,
192,,,,,Linux,Linux,,,,,,,
192,,,,,Raspberry Pi,Raspberry Pi,,,,,,,
192,,,,,Slack,Slack,,,,,,,
194,Assembly,Bash/Shell/PowerShell,MySQL,,Arduino,Linux,jQuery,,IntelliJ,,,,
194,Bash/Shell/PowerShell,C,,,Linux,Raspberry Pi,,,Notepad++,,,,
194,C,HTML/CSS,,,Raspberry Pi,Windows,,,Vim,,,,
194,HTML/CSS,Java,,,Windows,Other(s):,,,Visual Studio,,,,
194,Java,PHP,,,Other(s):,,,,,,,,
194,JavaScript,,,,,,,,,,,,
194,PHP,,,,,,,,,,,,
196,C#,F#,Microsoft SQL Server,Elasticsearch,Windows,AWS,ASP.NET,React.js,Notepad++,,,,
196,HTML/CSS,,,MongoDB,,Docker,jQuery,Vue.js,Visual Studio,,,,
196,JavaScript,,,Redis,,Kubernetes,,,Visual Studio Code,,,,
196,SQL,,,,,,,,,,,,
196,TypeScript,,,,,,,,,,,,
201,Bash/Shell/PowerShell,Go,Microsoft SQL Server,Cassandra,Docker,Android,Django,Angular/Angular.js,IntelliJ,,,,
201,Go,HTML/CSS,MySQL,Firebase,Google Cloud Platform,AWS,Flask,Django,PyCharm,,,,
201,HTML/CSS,Python,Oracle,MongoDB,,Kubernetes,jQuery,jQuery,Visual Studio Code,,,,
201,Java,,PostgreSQL,MySQL,,,Spring,,,,,,
201,JavaScript,,,PostgreSQL,,,,,,,,,
201,Python,,,,,,,,,,,,
201,Scala,,,,,,,,,,,,
202,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Google Cloud Platform,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text,,,,
202,C,C,SQLite,Microsoft SQL Server,Linux,Google Cloud Platform,jQuery,,,,,,
202,C++,C++,,SQLite,MacOS,Linux,,,,,,,
202,C#,Objective-C,,,Windows,MacOS,,,,,,,
202,HTML/CSS,Python,,,,Windows,,,,,,,
202,Java,,,,,,,,,,,,
202,JavaScript,,,,,,,,,,,,
202,Objective-C,,,,,,,,,,,,
202,Python,,,,,,,,,,,,
202,SQL,,,,,,,,,,,,
202,TypeScript,,,,,,,,,,,,
207,Java,Dart,Firebase,Firebase,Android,Android,,,Android Studio,,,,
207,,Java,,,Docker,Docker,,,,,,,
207,,JavaScript,,,Google Cloud Platform,Google Cloud Platform,,,,,,,
207,,Kotlin,,,,,,,,,,,
209,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,AWS,,,Atom,,,,
209,HTML/CSS,Python,,Redis,,iOS,,,Notepad++,,,,
209,JavaScript,SQL,,,,Linux,,,Sublime Text,,,,
209,PHP,,,,,Raspberry Pi,,,,,,,
209,Python,,,,,,,,,,,,
209,SQL,,,,,,,,,,,,
211,C#,Other(s):,Microsoft SQL Server,,Android,Android,ASP.NET,ASP.NET,Android Studio,,,,
211,HTML/CSS,,SQLite,,iOS,AWS,jQuery,jQuery,Notepad++,,,,
211,Java,,,,Slack,Google Cloud Platform,,,Sublime Text,,,,
211,JavaScript,,,,,iOS,,,Visual Studio,,,,
211,Objective-C,,,,,Microsoft Azure,,,Xcode,,,,
211,SQL,,,,,,,,,,,,
212,C#,HTML/CSS,MariaDB,MariaDB,Android,Arduino,jQuery,jQuery,Android Studio,,,,
212,HTML/CSS,Java,MySQL,MySQL,Arduino,Docker,Other(s):,Other(s):,Atom,,,,
212,Java,JavaScript,,,Docker,Google Cloud Platform,,,IntelliJ,,,,
212,JavaScript,PHP,,,Google Cloud Platform,Linux,,,PHPStorm,,,,
212,PHP,,,,Linux,Raspberry Pi,,,,,,,
212,,,,,Raspberry Pi,WordPress,,,,,,,
212,,,,,WordPress,,,,,,,,
213,Go,Go,DynamoDB,DynamoDB,AWS,AWS,Django,Django,Notepad++,,,,
213,Python,JavaScript,MariaDB,Elasticsearch,Linux,Linux,Flask,Flask,PyCharm,,,,
213,,Kotlin,MySQL,PostgreSQL,,Microsoft Azure,,,Vim,,,,
213,,Python,SQLite,Redis,,,,,,,,,
213,,,,SQLite,,,,,,,,,
216,Go,C,PostgreSQL,PostgreSQL,AWS,Arduino,Spring,,IntelliJ,,,,
216,Java,Java,,,Docker,Kubernetes,,,IPython / Jupyter,,,,
216,Python,Python,,,Kubernetes,Linux,,,Vim,,,,
216,,R,,,Linux,,,,Visual Studio Code,,,,
216,,Scala,,,Microsoft Azure,,,,,,,,
217,Go,Go,MongoDB,MongoDB,Heroku,Android,jQuery,React.js,Atom,,,,
217,HTML/CSS,HTML/CSS,MySQL,,WordPress,Docker,React.js,Vue.js,PHPStorm,,,,
217,JavaScript,JavaScript,,,,Heroku,,,Visual Studio Code,,,,
217,PHP,TypeScript,,,,Kubernetes,,,,,,,
217,TypeScript,,,,,Windows,,,,,,,
217,,,,,,WordPress,,,,,,,
219,C#,,Microsoft SQL Server,,Windows,,ASP.NET,,Notepad++,,,,
219,HTML/CSS,,,,,,jQuery,,Visual Studio,,,,
219,JavaScript,,,,,,,,,,,,
219,SQL,,,,,,,,,,,,
220,C#,C#,Microsoft SQL Server,MongoDB,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Visual Studio,,,,
220,HTML/CSS,HTML/CSS,Oracle,Microsoft SQL Server,Windows,AWS,jQuery,ASP.NET,Visual Studio Code,,,,
220,JavaScript,Java,,MySQL,,iOS,,Django,,,,,
220,SQL,JavaScript,,,,MacOS,,Express,,,,,
220,,Kotlin,,,,Windows,,jQuery,,,,,
220,,Python,,,,,,React.js,,,,,
220,,SQL,,,,,,,,,,,
223,Java,Java,SQLite,SQLite,Android,Android,,,Android Studio,,,,
223,Kotlin,Kotlin,,,,,,,,,,,
224,Go,Go,MySQL,PostgreSQL,Docker,Docker,,,Vim,,,,
224,,Rust,Redis,,Kubernetes,Kubernetes,,,,,,,
224,,,,,Linux,Linux,,,,,,,
224,,,,,Other(s):,Other(s):,,,,,,,
227,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,,Docker,Flask,Drupal,Atom,,,,
227,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,,Slack,jQuery,Flask,Notepad++,,,,
227,JavaScript,JavaScript,MySQL,MySQL,,WordPress,,jQuery,PyCharm,,,,
227,Python,Python,PostgreSQL,PostgreSQL,,,,Vue.js,Visual Studio Code,,,,
227,SQL,R,,,,,,,,,,,
227,,SQL,,,,,,,,,,,
227,,TypeScript,,,,,,,,,,,
231,Elixir,Elixir,Elasticsearch,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Ruby on Rails,Ruby on Rails,RubyMine,,,,
231,Go,Go,MariaDB,PostgreSQL,Kubernetes,Kubernetes,Vue.js,Vue.js,,,,,
231,JavaScript,Ruby,PostgreSQL,Redis,Linux,Linux,,,,,,,
231,Ruby,SQL,Redis,,Raspberry Pi,Raspberry Pi,,,,,,,
231,SQL,,,,,,,,,,,,
232,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,SQLite,Android,Android,ASP.NET,ASP.NET,Android Studio,,,,
232,C#,C#,SQLite,Other(s):,iOS,iOS,jQuery,jQuery,Notepad++,,,,
232,Dart,HTML/CSS,Other(s):,,Linux,Linux,,,Visual Studio,,,,
232,HTML/CSS,JavaScript,,,Microsoft Azure,Microsoft Azure,,,Visual Studio Code,,,,
232,JavaScript,,,,Slack,Slack,,,,,,,
232,,,,,Windows,Windows,,,,,,,
234,Bash/Shell/PowerShell,Clojure,MySQL,MongoDB,Docker,Docker,,Flask,Emacs,,,,
234,C,Elixir,,PostgreSQL,Linux,IBM Cloud or Watson,,,IPython / Jupyter,,,,
234,Python,Python,,Redis,MacOS,Kubernetes,,,Vim,,,,
234,,Rust,,,,Linux,,,,,,,
234,,Other(s):,,,,MacOS,,,,,,,
238,HTML/CSS,Go,MySQL,Elasticsearch,iOS,Android,jQuery,Express,PHPStorm,,,,
238,JavaScript,Kotlin,SQLite,MongoDB,,Arduino,Laravel,React.js,PyCharm,,,,
238,Objective-C,Swift,,Redis,,AWS,Vue.js,,Sublime Text,,,,
238,PHP,,,,,Docker,,,Visual Studio Code,,,,
238,Python,,,,,,,,Xcode,,,,
241,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Microsoft Azure,Linux,jQuery,jQuery,Sublime Text,,,,
241,C#,C#,Redis,Microsoft SQL Server,Windows,Microsoft Azure,,React.js,Visual Studio,,,,
241,HTML/CSS,HTML/CSS,,Redis,,Windows,,,,,,,
241,JavaScript,JavaScript,,,,,,,,,,,
241,SQL,SQL,,,,,,,,,,,
241,,TypeScript,,,,,,,,,,,
241,,WebAssembly,,,,,,,,,,,
245,C#,C#,,MongoDB,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
245,JavaScript,JavaScript,,Microsoft SQL Server,,,,,Visual Studio Code,,,,
245,TypeScript,Rust,,PostgreSQL,,,,,,,,,
245,,TypeScript,,SQLite,,,,,,,,,
245,,WebAssembly,,,,,,,,,,,
246,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,Angular/Angular.js,ASP.NET,IntelliJ,,,,
246,HTML/CSS,HTML/CSS,SQLite,SQLite,,Docker,ASP.NET,Vue.js,Notepad++,,,,
246,JavaScript,JavaScript,,,,Microsoft Azure,jQuery,,Sublime Text,,,,
246,SQL,SQL,,,,Raspberry Pi,Vue.js,,Visual Studio,,,,
246,TypeScript,TypeScript,,,,,,,Visual Studio Code,,,,
247,C++,C++,,,Android,Windows,,,Notepad++,,,,
247,C#,C#,,,iOS,,,,Visual Studio,,,,
247,,,,,Windows,,,,Visual Studio Code,,,,
249,Bash/Shell/PowerShell,Python,Microsoft SQL Server,Elasticsearch,Linux,Linux,ASP.NET,,Eclipse,,,,
249,C#,,Redis,,Windows,Windows,Spring,,IPython / Jupyter,,,,
249,HTML/CSS,,,,,,,,Notepad++,,,,
249,Java,,,,,,,,Visual Studio,,,,
249,Python,,,,,,,,,,,,
249,SQL,,,,,,,,,,,,
252,HTML/CSS,JavaScript,Microsoft SQL Server,PostgreSQL,AWS,AWS,Ruby on Rails,Ruby on Rails,Atom,,,,
252,JavaScript,Rust,PostgreSQL,Redis,Docker,Docker,,,Vim,,,,
252,Rust,Swift,Redis,,Heroku,iOS,,,Xcode,,,,
252,Swift,WebAssembly,SQLite,,iOS,Kubernetes,,,,,,,
252,Other(s):,,,,Kubernetes,,,,,,,,
253,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,AWS,AWS,React.js,jQuery,Vim,,,,
253,HTML/CSS,HTML/CSS,PostgreSQL,Redis,Linux,Linux,Other(s):,React.js,,,,,
253,JavaScript,JavaScript,,,,,,Ruby on Rails,,,,,
253,PHP,Ruby,,,,,,,,,,,
253,Ruby,SQL,,,,,,,,,,,
253,SQL,WebAssembly,,,,,,,,,,,
254,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
